idx,First_pokemon,Second_pokemon,Winner,Loser
33373,400,206,206,400
33374,609,159,159,609
33375,664,29,664,29
33376,70,188,70,188
33377,778,384,778,384
33378,695,360,695,360
33379,496,753,496,753
33380,45,758,758,45
33381,63,714,714,63
33382,194,684,684,194
33383,709,254,709,254
33384,549,163,163,549
33385,28,684,28,684
33386,789,575,575,789
33387,166,777,166,777
33388,536,619,536,619
33389,615,456,615,456
33390,96,120,120,96
33391,488,681,681,488
33392,661,124,124,661
33393,103,579,579,103
33394,486,239,239,486
33395,705,332,705,332
33396,30,620,30,620
33397,54,507,507,54
33398,283,325,283,325
33399,301,27,301,27
33400,468,696,696,468
33401,122,662,662,122
33402,105,190,105,190
33403,560,455,560,455
33404,390,371,371,390
33405,368,349,349,368
33406,388,126,388,126
33407,478,469,478,469
33408,551,55,551,55
33409,429,277,429,277
33410,192,312,192,312
33411,80,632,80,632
33412,526,126,526,126
33413,164,337,164,337
33414,461,363,461,363
33415,395,562,562,395
33416,167,248,248,167
33417,570,434,570,434
33418,517,779,517,779
33419,180,390,390,180
33420,786,449,786,449
33421,432,768,432,768
33422,545,57,57,545
33423,397,540,540,397
33424,338,577,338,577
33425,531,675,675,531
33426,295,237,295,237
33427,427,723,427,723
33428,682,370,682,370
33429,228,225,228,225
33430,699,272,272,699
33431,787,450,787,450
33432,159,755,159,755
33433,385,518,518,385
33434,581,762,581,762
33435,5,65,65,5
33436,282,129,129,282
33437,268,483,483,268
33438,247,230,230,247
33439,328,794,794,328
33440,308,390,390,308
33441,674,585,674,585
33442,363,569,569,363
33443,458,742,742,458
33444,500,32,500,32
33445,397,91,397,91
33446,420,287,420,287
33447,281,107,107,281
33448,683,502,502,683
33449,564,173,173,564
33450,107,532,532,107
33451,371,249,249,371
33452,666,233,233,666
33453,206,226,206,226
33454,136,585,585,136
33455,491,578,491,578
33456,27,671,671,27
33457,107,237,107,237
33458,790,709,709,790
33459,521,244,521,244
33460,680,410,410,680
33461,122,62,62,122
33462,744,332,744,332
33463,106,155,155,106
33464,362,30,362,30
33465,633,623,633,623
33466,645,620,645,620
33467,55,320,55,320
33468,382,414,414,382
33469,418,195,418,195
33470,148,73,148,73
33471,109,409,409,109
33472,11,635,635,11
33473,728,275,275,728
33474,319,727,727,319
33475,551,752,752,551
33476,657,762,657,762
33477,341,386,341,386
33478,642,383,383,642
33479,95,327,95,327
33480,289,75,75,289
33481,43,634,634,43
33482,722,73,722,73
33483,205,85,205,85
33484,83,609,83,609
33485,548,495,495,548
33486,695,234,234,695
33487,792,471,792,471
33488,42,299,299,42
33489,15,100,100,15
33490,643,723,643,723
33491,578,149,149,578
33492,99,529,99,529
33493,674,511,674,511
33494,168,231,168,231
33495,661,429,429,661
33496,482,451,451,482
33497,291,359,291,359
33498,176,213,213,176
33499,221,660,221,660
33500,581,118,581,118
33501,82,546,546,82
33502,626,571,571,626
33503,631,267,631,267
33504,389,491,491,389
33505,706,483,706,483
33506,645,40,40,645
33507,358,784,358,784
33508,265,212,212,265
33509,173,608,608,173
33510,394,85,394,85
33511,113,67,67,113
33512,193,706,706,193
33513,594,27,27,594
33514,755,373,373,755
33515,167,170,170,167
33516,578,134,134,578
33517,559,257,257,559
33518,800,280,280,800
33519,261,19,261,19
33520,738,471,738,471
33521,261,290,261,290
33522,718,179,718,179
33523,134,503,503,134
33524,413,496,413,496
33525,648,593,648,593
33526,627,615,615,627
33527,458,460,460,458
33528,508,276,276,508
33529,607,230,230,607
33530,434,191,191,434
33531,116,622,116,622
33532,510,82,510,82
33533,662,5,5,662
33534,594,612,612,594
33535,190,353,353,190
33536,170,740,740,170
33537,646,9,9,646
33538,135,40,135,40
33539,397,382,382,397
33540,305,140,305,140
33541,649,148,649,148
33542,311,136,136,311
33543,601,21,21,601
33544,285,173,173,285
33545,568,82,568,82
33546,597,637,597,637
33547,139,168,139,168
33548,784,116,784,116
33549,28,54,28,54
33550,767,424,424,767
33551,495,547,495,547
33552,715,320,715,320
33553,504,526,526,504
33554,666,548,548,666
33555,376,541,541,376
33556,86,175,175,86
33557,348,395,348,395
33558,367,324,367,324
33559,115,350,350,115
33560,107,418,418,107
33561,128,41,128,41
33562,455,27,27,455
33563,701,602,701,602
33564,423,433,423,433
33565,557,783,557,783
33566,699,459,699,459
33567,532,652,532,652
33568,532,343,343,532
33569,459,418,418,459
33570,59,616,59,616
33571,794,564,794,564
33572,562,669,562,669
33573,304,443,443,304
33574,696,135,135,696
33575,709,641,709,641
33576,780,792,792,780
33577,177,404,177,404
33578,495,572,572,495
33579,520,696,520,696
33580,436,522,522,436
33581,382,754,754,382
33582,430,11,430,11
33583,307,460,307,460
33584,374,619,619,374
33585,449,499,499,449
33586,45,432,432,45
33587,549,517,549,517
33588,184,150,184,150
33589,608,779,608,779
33590,338,491,338,491
33591,578,295,295,578
33592,113,116,116,113
33593,457,757,757,457
33594,31,619,31,619
33595,39,496,496,39
33596,593,600,600,593
33597,266,765,765,266
33598,1,662,662,1
33599,71,383,71,383
33600,701,395,701,395
33601,365,399,365,399
33602,157,530,157,530
33603,605,590,590,605
33604,133,118,133,118
33605,755,564,755,564
33606,656,754,656,754
33607,214,149,214,149
33608,436,646,646,436
33609,64,480,480,64
33610,475,49,475,49
33611,381,739,739,381
33612,629,588,588,629
33613,166,382,166,382
33614,219,402,219,402
33615,382,240,240,382
33616,198,20,20,198
33617,639,665,665,639
33618,135,666,135,666
33619,492,311,311,492
33620,402,174,174,402
33621,627,314,314,627
33622,347,101,101,347
33623,31,80,80,31
33624,764,325,764,325
33625,318,624,624,318
33626,699,584,699,584
33627,451,62,62,451
33628,679,748,679,748
33629,142,659,142,659
33630,212,454,212,454
33631,487,80,80,487
33632,355,643,643,355
33633,22,452,22,452
33634,110,529,110,529
33635,575,469,469,575
33636,379,275,275,379
33637,145,120,145,120
33638,682,426,682,426
33639,252,53,252,53
33640,608,179,608,179
33641,365,477,477,365
33642,723,482,723,482
33643,164,102,164,102
33644,684,758,758,684
33645,796,373,373,796
33646,515,483,483,515
33647,421,777,421,777
33648,553,366,553,366
33649,288,211,288,211
33650,134,343,134,343
33651,684,636,636,684
33652,540,172,540,172
33653,601,507,507,601
33654,794,196,794,196
33655,567,492,567,492
33656,239,710,710,239
33657,31,751,751,31
33658,411,760,760,411
33659,512,529,529,512
33660,528,679,679,528
33661,442,128,128,442
33662,592,715,715,592
33663,305,35,305,35
33664,775,93,93,775
33665,100,151,100,151
33666,273,612,273,612
33667,393,623,393,623
33668,597,405,597,405
33669,599,118,599,118
33670,104,317,104,317
33671,220,315,315,220
33672,786,589,786,589
33673,69,656,656,69
33674,682,248,682,248
33675,372,502,502,372
33676,749,279,749,279
33677,483,331,331,483
33678,124,578,124,578
33679,613,766,613,766
33680,94,493,493,94
33681,410,646,410,646
33682,289,403,403,289
33683,330,225,330,225
33684,277,562,562,277
33685,755,241,755,241
33686,467,377,467,377
33687,579,676,676,579
33688,380,49,380,49
33689,27,117,27,117
33690,71,370,71,370
33691,201,653,653,201
33692,343,261,261,343
33693,345,644,345,644
33694,175,13,13,175
33695,509,423,423,509
33696,89,425,425,89
33697,432,87,432,87
33698,471,203,203,471
33699,170,604,170,604
33700,28,17,28,17
33701,677,540,540,677
33702,750,638,638,750
33703,683,226,226,683
33704,544,332,544,332
33705,48,87,48,87
33706,403,41,403,41
33707,424,94,424,94
33708,708,74,708,74
33709,250,434,250,434
33710,177,517,177,517
33711,204,458,204,458
33712,719,1,1,719
33713,319,613,613,319
33714,619,345,345,619
33715,753,787,787,753
33716,512,40,40,512
33717,327,543,543,327
33718,382,753,753,382
33719,764,718,718,764
33720,751,520,520,751
33721,207,231,207,231
33722,372,505,505,372
33723,263,95,263,95
33724,503,584,503,584
33725,28,605,28,605
33726,514,38,514,38
33727,103,567,567,103
33728,293,474,474,293
33729,384,56,56,384
33730,538,221,538,221
33731,424,305,424,305
33732,724,617,724,617
33733,651,652,651,652
33734,390,52,52,390
33735,259,160,259,160
33736,269,762,269,762
33737,696,272,696,272
33738,489,422,422,489
33739,384,690,690,384
33740,472,341,472,341
33741,559,444,444,559
33742,171,297,171,297
33743,674,250,674,250
33744,595,82,595,82
33745,384,453,453,384
33746,154,700,154,700
33747,364,59,59,364
33748,428,167,428,167
33749,672,673,673,672
33750,425,270,270,425
33751,119,181,181,119
33752,240,757,240,757
33753,793,338,793,338
33754,297,534,534,297
33755,686,172,172,686
33756,468,445,468,445
33757,532,411,532,411
33758,72,288,72,288
33759,136,15,136,15
33760,612,473,473,612
33761,432,261,432,261
33762,448,659,448,659
33763,471,349,349,471
33764,71,395,71,395
33765,740,744,740,744
33766,450,662,450,662
33767,122,297,122,297
33768,559,735,735,559
33769,550,251,550,251
33770,174,440,174,440
33771,764,14,764,14
33772,323,529,529,323
33773,403,549,549,403
33774,490,238,490,238
33775,704,48,704,48
33776,682,130,682,130
33777,631,139,139,631
33778,297,275,275,297
33779,289,723,723,289
33780,11,248,248,11
33781,22,607,22,607
33782,377,367,367,377
33783,474,166,166,474
33784,719,695,695,719
33785,501,287,287,501
33786,676,216,216,676
33787,388,577,388,577
33788,208,362,362,208
33789,788,471,788,471
33790,214,647,214,647
33791,491,75,491,75
33792,331,605,605,331
33793,231,172,172,231
33794,407,47,47,407
33795,480,338,480,338
33796,106,8,8,106
33797,652,503,503,652
33798,197,613,613,197
33799,35,720,720,35
33800,689,235,689,235
33801,394,358,394,358
33802,152,88,152,88
33803,179,742,179,742
33804,532,310,310,532
33805,252,234,234,252
33806,557,286,557,286
33807,203,482,203,482
33808,412,668,412,668
33809,599,198,198,599
33810,686,258,258,686
33811,672,344,344,672
33812,37,104,37,104
33813,284,634,634,284
33814,296,136,136,296
33815,597,332,597,332
33816,554,42,554,42
33817,695,456,695,456
33818,747,505,747,505
33819,534,251,251,534
33820,529,386,386,529
33821,152,759,152,759
33822,698,664,664,698
33823,31,760,31,760
33824,553,718,553,718
33825,721,31,721,31
33826,755,784,755,784
33827,599,248,248,599
33828,642,405,405,642
33829,763,458,763,458
33830,303,256,303,256
33831,179,234,234,179
33832,15,645,645,15
33833,423,105,423,105
33834,768,184,184,768
33835,599,748,748,599
33836,328,702,328,702
33837,598,317,598,317
33838,285,416,416,285
33839,316,237,316,237
33840,392,694,694,392
33841,351,557,557,351
33842,599,402,599,402
33843,608,327,608,327
33844,644,363,644,363
33845,513,789,513,789
33846,355,414,355,414
33847,359,536,536,359
33848,232,434,232,434
33849,690,249,249,690
33850,116,725,116,725
33851,780,442,442,780
33852,326,577,326,577
33853,578,23,23,578
33854,59,333,333,59
33855,609,444,444,609
33856,432,352,432,352
33857,195,535,535,195
33858,363,100,363,100
33859,347,233,233,347
33860,194,126,126,194
33861,6,715,715,6
33862,314,700,700,314
33863,87,334,334,87
33864,652,30,30,652
33865,127,117,127,117
33866,20,793,20,793
33867,87,699,699,87
33868,180,336,336,180
33869,228,84,84,228
33870,293,738,293,738
33871,105,783,783,105
33872,610,222,610,222
33873,525,285,525,285
33874,513,688,513,688
33875,109,155,155,109
33876,187,435,187,435
33877,661,758,758,661
33878,710,509,710,509
33879,569,221,221,569
33880,744,215,744,215
33881,671,27,27,671
33882,92,277,92,277
33883,500,273,273,500
33884,735,165,165,735
33885,106,501,106,501
33886,327,310,310,327
33887,331,458,458,331
33888,711,682,682,711
33889,669,718,718,669
33890,42,706,706,42
33891,57,62,57,62
33892,758,613,613,758
33893,542,476,476,542
33894,584,238,238,584
33895,547,541,541,547
33896,369,262,369,262
33897,8,644,8,644
33898,701,452,701,452
33899,54,257,257,54
33900,698,449,698,449
33901,712,448,712,448
33902,713,510,713,510
33903,113,398,398,113
33904,311,38,311,38
33905,270,453,270,453
33906,200,567,567,200
33907,674,27,674,27
33908,677,739,677,739
33909,234,608,608,234
33910,217,530,217,530
33911,408,14,408,14
33912,433,780,780,433
33913,182,186,186,182
33914,312,216,216,312
33915,635,212,635,212
33916,692,583,583,692
33917,50,97,97,50
33918,710,104,710,104
33919,413,578,413,578
33920,581,45,581,45
33921,719,658,658,719
33922,136,410,410,136
33923,371,584,371,584
33924,512,403,403,512
33925,97,593,97,593
33926,310,767,767,310
33927,422,291,422,291
33928,682,28,682,28
33929,574,216,574,216
33930,171,584,584,171
33931,678,500,500,678
33932,18,599,599,18
33933,796,165,165,796
33934,62,336,336,62
33935,678,407,407,678
33936,657,689,657,689
33937,431,775,431,775
33938,59,519,59,519
33939,342,10,342,10
33940,767,73,767,73
33941,736,312,736,312
33942,118,283,283,118
33943,306,656,306,656
33944,769,28,28,769
33945,357,449,357,449
33946,470,139,139,470
33947,799,243,799,243
33948,333,135,135,333
33949,712,730,712,730
33950,107,753,107,753
33951,450,597,597,450
33952,357,713,713,357
33953,453,169,453,169
33954,271,470,271,470
33955,89,386,386,89
33956,242,330,242,330
33957,519,502,519,502
33958,262,80,80,262
33959,341,164,164,341
33960,672,789,672,789
33961,477,695,477,695
33962,35,434,35,434
33963,167,548,548,167
33964,682,353,682,353
33965,325,338,338,325
33966,53,625,625,53
33967,25,199,25,199
33968,628,576,576,628
33969,19,660,660,19
33970,369,752,752,369
33971,214,30,214,30
33972,34,77,34,77
33973,600,745,745,600
33974,591,641,591,641
33975,381,411,381,411
33976,435,535,535,435
33977,85,733,85,733
33978,218,98,98,218
33979,156,180,156,180
33980,174,357,357,174
33981,547,372,547,372
33982,278,614,614,278
33983,708,630,708,630
33984,666,43,43,666
33985,660,430,430,660
33986,424,18,424,18
33987,466,685,685,466
33988,102,486,486,102
33989,513,187,513,187
33990,615,594,615,594
33991,310,386,386,310
33992,726,366,726,366
33993,628,566,628,566
33994,452,136,136,452
33995,307,517,307,517
33996,656,486,656,486
33997,705,725,705,725
33998,313,389,389,313
33999,717,649,717,649
34000,100,38,100,38
34001,417,339,339,417
34002,275,30,275,30
34003,487,576,576,487
34004,145,441,441,145
34005,194,289,194,289
34006,420,700,420,700
34007,168,330,168,330
34008,649,196,649,196
34009,197,414,414,197
34010,791,430,430,791
34011,591,721,721,591
34012,374,686,686,374
34013,318,414,414,318
34014,675,229,229,675
34015,597,442,442,597
34016,532,517,517,532
34017,163,569,569,163
34018,574,99,574,99
34019,231,284,284,231
34020,751,399,751,399
34021,660,600,600,660
34022,391,351,351,391
34023,190,715,715,190
34024,561,341,341,561
34025,52,23,23,52
34026,567,272,272,567
34027,335,184,184,335
34028,63,391,63,391
34029,99,381,99,381
34030,377,378,377,378
34031,435,642,642,435
34032,553,454,553,454
34033,667,517,517,667
34034,380,135,135,380
34035,454,170,170,454
34036,260,640,260,640
34037,498,749,498,749
34038,43,501,501,43
34039,508,467,467,508
34040,64,359,359,64
34041,563,286,286,563
34042,244,447,244,447
34043,201,393,393,201
34044,463,224,463,224
34045,128,446,446,128
34046,671,64,671,64
34047,693,354,693,354
34048,318,112,112,318
34049,241,49,241,49
34050,208,34,34,208
34051,140,578,578,140
34052,635,147,147,635
34053,695,593,695,593
34054,711,754,754,711
34055,92,149,92,149
34056,530,773,773,530
34057,101,10,101,10
34058,508,151,508,151
34059,79,515,79,515
34060,439,373,373,439
34061,203,530,203,530
34062,381,775,381,775
34063,454,533,533,454
34064,657,121,657,121
34065,748,438,438,748
34066,779,260,260,779
34067,103,41,103,41
34068,449,515,515,449
34069,3,386,3,386
34070,686,706,706,686
34071,621,504,504,621
34072,539,536,536,539
34073,563,495,495,563
34074,163,325,163,325
34075,594,175,175,594
34076,63,6,63,6
34077,318,748,748,318
34078,104,776,104,776
34079,281,459,281,459
34080,170,780,170,780
34081,116,654,654,116
34082,229,681,681,229
34083,604,341,341,604
34084,728,252,728,252
34085,771,627,771,627
34086,719,223,223,719
34087,165,493,165,493
34088,318,149,149,318
34089,565,149,565,149
34090,520,74,520,74
34091,292,778,778,292
34092,328,798,328,798
34093,167,294,167,294
34094,789,704,704,789
34095,576,89,576,89
34096,312,685,685,312
34097,653,25,653,25
34098,697,775,697,775
34099,341,739,341,739
34100,755,581,581,755
34101,215,397,397,215
34102,7,725,7,725
