,totalDiff,HPDiff,attackDiff,DefenseDiff,SpAtkDiff,SpdefDiff,SpeedDiff,DAMAGE_A,DAMAGE_SP,TR,win_mapping
32027,67,27,10,-80,40,0,70,13.843578947368421,65.13600000000001,-0.5,1
32028,-49,10,51,-2,-64,-40,-4,25.130526315789474,23.778461538461535,0.0,0
32029,-185,-40,-50,2,-50,9,-56,29.73636641221374,42.136,0.0,0
32030,-247,-21,-47,-9,-39,-34,-97,34.068749999999994,10.892142857142858,0.0,0
32031,-26,-30,-31,-47,6,-3,79,40.799294117647065,56.245276595744684,-1.0,0
32032,76,2,-4,-8,20,34,32,29.3112,31.360499999999995,-0.5,1
32033,10,-24,-31,17,24,17,7,0.0,0.0,0.0,0
32034,80,10,15,5,40,15,-5,39.19199999999999,35.5488,0.5,0
32035,64,-1,-40,105,0,100,-100,112.05600000000001,36.915,0.5,0
32036,-164,-76,-40,-33,-10,3,-8,22.904752941176472,62.26559999999999,0.0,0
32037,22,2,-20,-35,30,15,30,24.6192,54.80571428571429,0.0,1
32038,-53,-13,-38,20,-37,20,-5,15.9528,23.799692307692307,-1.5,0
32039,335,30,130,110,25,20,20,130.27200000000002,69.0,0.0,1
32040,220,45,65,50,0,30,30,25.313142857142857,37.168,0.0,1
32041,75,95,15,-10,-15,-40,30,9.186857142857145,28.704000000000004,-1.5,1
32042,28,3,-10,30,7,23,-25,56.15172413793103,54.372,0.0,0
32043,-243,-39,-13,-25,-52,-104,-10,16.747285714285713,27.048000000000002,0.5,0
32044,180,95,12,-20,45,-1,49,38.382400000000004,66.22219354838711,0.0,1
32045,128,-27,90,15,-35,5,80,37.37039999999999,142.416,0.0,1
32046,-167,-20,-69,-23,-10,-23,-22,49.514399999999995,30.812640000000002,0.0,0
32047,35,15,15,25,-20,-20,20,44.79692307692307,61.962,0.0,1
32048,-285,-41,-65,-50,-50,-50,-29,19.904470588235295,27.048000000000002,0.0,0
32049,-85,-37,-11,-22,-20,-45,50,11.94528,40.848000000000006,-1.5,0
32050,-140,-25,-25,-25,-15,-25,-25,20.976,16.422,0.0,0
32051,120,75,25,-25,30,-10,25,30.084000000000003,89.28600000000002,0.0,1
32052,88,5,38,-3,20,9,19,47.389199999999995,46.30068292682927,0.0,1
32053,231,45,15,61,30,76,4,62.765647058823525,131.57314285714284,0.0,1
32054,208,68,32,29,44,49,-14,50.45280000000001,49.312000000000005,0.0,0
32055,0,-5,-45,25,-5,45,-15,19.595999999999997,36.156,-0.5,0
32056,165,0,33,2,45,35,50,70.1592,47.288,0.0,1
32057,175,25,73,52,5,30,-10,58.809230769230766,55.751999999999995,-1.0,0
32058,330,13,86,-11,121,-1,122,58.30499999999999,68.69999999999999,-0.5,1
32059,30,15,20,5,-22,2,10,64.28129032258065,120.02057142857143,1.5,1
32060,106,15,0,-22,42,25,46,65.57379310344827,70.22666666666666,0.0,1
32061,-165,4,-10,-32,-46,-18,-63,19.73801941747573,26.04643298969072,0.0,0
32062,-110,5,0,-80,-40,-40,45,20.976,51.336000000000006,0.0,1
32063,-4,-5,-5,-35,13,15,13,119.37,135.63428571428574,1.0,1
32064,175,7,84,-15,89,30,-20,29.74666666666667,50.1216,0.0,0
32065,-195,-40,-2,-43,-60,-35,-15,16.182315789473684,22.047529411764707,0.0,0
32066,-155,-47,-95,-10,-15,0,12,61.56923076923077,68.33379310344827,1.5,1
32067,-274,-5,3,-17,-122,-47,-86,12.752777142857145,14.418239999999999,0.0,0
32068,64,-3,15,14,6,23,9,52.1593220338983,62.240816326530606,0.0,1
32069,35,-16,35,90,-38,-11,-25,34.30048192771085,16.2564,-0.5,0
32070,-170,-50,-35,30,-15,-45,-55,63.480000000000004,12.347368421052632,0.0,0
32071,165,40,80,55,-5,-5,0,37.73472,43.239999999999995,0.5,0
32072,269,30,60,27,35,57,60,122.25696000000002,201.9216,0.5,1
32073,-206,-41,-77,-86,-2,-36,36,14.738399999999999,33.44016,-1.5,0
32074,-205,-36,-61,-15,-61,-3,-29,25.00854961832061,37.72,0.0,0
32075,-115,-14,30,-16,-70,-16,-29,27.982153846153842,45.34285714285715,0.5,0
32076,231,0,41,85,31,85,-11,166.0758620689655,134.32,0.5,0
32077,-243,-30,-43,-24,-63,-24,-59,17.258448979591833,16.827801980198018,0.0,0
32078,5,-8,40,21,0,-53,5,22.1007,24.019885714285714,-0.5,1
32079,285,35,45,-5,120,-5,95,63.480000000000004,184.92000000000002,0.0,1
32080,-55,-14,37,2,-32,-37,-11,45.77000000000001,38.47764705882352,0.0,0
32081,-180,-40,3,-40,-58,-40,-5,21.934736842105263,30.784615384615385,0.0,0
32082,178,2,65,177,-23,-33,-10,103.71614457831325,51.336000000000006,0.5,0
32083,-135,-40,-8,88,-53,-47,-75,96.02475789473684,66.58697142857142,1.0,0
32084,-4,5,16,-5,1,-35,14,64.50915254237289,53.36,0.0,1
32085,-185,-20,-30,-10,-50,-40,-35,54.096000000000004,67.97485714285716,1.5,0
32086,136,57,37,38,-11,44,-29,39.1448780487805,22.303783783783782,-0.5,0
32087,-96,-10,-23,-3,-36,-5,-19,27.982153846153842,32.568000000000005,0.0,0
32088,-327,-54,-43,-60,-60,-60,-50,34.6656,34.6656,1.5,0
32089,-165,-30,-100,-23,-40,50,-22,19.674857142857142,41.794285714285714,0.5,0
32090,100,-5,15,45,35,-25,35,30.222,17.7744,0.0,1
32091,120,39,25,5,40,25,-14,33.58707692307692,73.14,-1.0,0
32092,-355,-20,-105,-15,-85,-40,-90,20.976,11.434285714285712,0.0,0
32093,172,-10,2,105,7,60,8,129.84837209302324,132.87428571428572,0.0,1
32094,89,33,10,5,20,5,16,44.79692307692307,49.87034482758621,0.0,1
32095,-232,-30,-55,-30,-26,-26,-65,47.3272131147541,31.022399999999998,1.0,0
32096,-172,5,35,-5,-105,-50,-52,13.554666666666668,16.422,-1.0,0
32097,105,60,56,49,-60,0,0,24.96617142857143,25.024,0.0,0
32098,270,30,60,105,40,40,-5,257.78400000000005,51.336000000000006,0.0,0
32099,-140,-36,-7,5,-34,-45,-23,14.794883720930233,8.97,0.0,0
32100,1,-1,-1,-6,9,-1,1,53.76480000000001,36.950030769230764,0.0,1
32101,175,28,88,15,37,-5,12,53.238072289156634,46.023,0.5,1
32102,-440,-70,-119,-91,-65,-81,-14,25.38618947368421,22.771943661971832,-1.0,0
32103,-198,-30,-52,-18,-25,-10,-63,43.20827586206897,44.92604081632653,1.5,0
32104,-31,-48,3,13,11,-2,-8,68.08000000000001,118.5848275862069,1.0,0
32105,-3,-15,-38,-3,7,42,4,25.065306122448973,40.63485148514851,0.0,1
32106,-96,-33,19,-17,-42,-24,1,24.048800000000007,9.476,-0.5,1
32107,-7,25,43,-5,-35,-10,-25,20.301333333333332,29.071999999999996,0.0,0
32108,180,5,25,65,30,45,10,107.50200000000001,41.469,0.5,1
32109,-30,29,-15,-52,27,5,-24,46.72965517241379,56.733333333333334,0.0,0
32110,365,66,54,20,126,45,54,77.28,91.61853658536586,0.0,1
32111,-177,-100,-45,3,-30,20,-25,22.1904,42.228,0.0,0
32112,98,17,-34,-7,10,50,62,118.86400000000002,149.73,1.0,1
32113,245,43,-20,76,40,86,20,117.52079999999998,155.7744,0.0,1
32114,-265,-21,-44,-50,-86,-35,-29,22.37723076923077,31.38514285714286,0.0,0
32115,-105,-35,0,-19,-15,-40,4,24.6192,40.9911111111111,0.0,1
32116,180,45,25,12,36,27,35,44.39657142857143,148.488,0.0,1
32117,70,-45,62,12,34,-6,13,18.157894736842103,20.41164179104478,-1.5,1
32118,-6,27,-37,-12,-7,18,5,41.37792,57.92845714285714,0.0,1
32119,35,26,-17,-42,22,27,19,52.723885714285714,153.3456,0.0,1
32120,-55,25,-30,-70,50,-10,-20,19.595999999999997,32.3472,-0.5,0
32121,187,31,42,56,29,21,8,59.498360655737706,89.50285714285715,0.0,1
32122,-175,-63,-30,-56,-5,-56,35,20.976,24.6192,0.0,1
32123,-249,-28,-31,-31,-44,-39,-76,11.226486486486486,5.717142857142856,-1.5,0
32124,65,-20,65,40,-5,10,-25,32.60742857142857,13.991076923076921,-0.5,0
32125,-120,-10,-50,-26,-15,-16,-3,34.16879999999999,30.161279999999998,-0.5,0
32126,-175,-115,-35,-28,5,-55,53,23.49821538461538,69.552,0.0,0
32127,190,20,15,60,45,40,10,112.05600000000001,53.76480000000001,0.0,1
32128,110,19,13,55,7,51,-35,58.58322580645161,51.507042253521135,0.0,0
32129,-280,-65,-45,-60,-50,-50,-10,17.3328,20.976,0.0,0
32130,-175,5,-25,0,-75,-10,-70,11.58096,10.884,-0.5,0
32131,-533,-62,-144,-122,-118,-54,-33,11.98944,17.3328,0.0,0
32132,155,10,75,195,-60,0,-65,151.248,78.38399999999999,1.5,1
32133,330,60,73,60,47,47,43,112.05600000000001,35.76310588235294,0.0,1
32134,30,-5,-5,-10,20,0,30,50.1216,39.19199999999999,0.0,1
32135,-203,-45,-78,-10,-55,5,-20,45.5952,83.98892307692307,1.5,0
32136,-20,-38,5,-66,50,-31,60,30.084000000000003,71.98079999999999,0.0,1
32137,-54,-15,-37,-38,-7,-10,53,42.504,236.25599999999997,1.5,1
32138,-166,7,-77,-32,-47,-2,-15,24.214399999999998,37.867200000000004,0.0,0
32139,-22,38,-5,5,-18,-22,-20,40.44827586206897,27.048000000000002,0.0,0
32140,30,33,7,43,-27,7,-33,46.47839999999999,26.30067692307692,-1.0,0
32141,-85,-12,20,25,-50,-5,-63,26.440800000000003,16.579034482758622,0.0,0
32142,100,30,-5,20,85,25,-55,50.577,42.8352,0.0,0
32143,-125,-5,-65,0,-40,15,-30,14.627999999999998,18.685199999999995,-0.5,0
32144,-130,0,25,-20,-65,-15,-55,16.008000000000003,25.179692307692306,0.0,0
32145,-13,-15,52,-17,-6,-37,10,46.506,60.168000000000006,1.0,1
32146,-30,0,-10,133,-70,-30,-53,30.5256,15.645542168674698,-1.5,0
32147,-277,-30,-78,-35,-13,-40,-81,57.40800000000001,12.696000000000002,0.0,0
32148,175,20,35,40,45,25,10,133.03200000000004,187.68,1.5,1
32149,-182,-11,-66,-66,-33,4,-10,17.87540425531915,58.108615384615376,0.0,0
32150,-185,-5,0,-5,-65,-55,-55,20.976,15.771428571428574,0.0,0
32151,-60,-20,-30,-20,0,35,-25,26.440800000000003,40.776,0.0,0
32152,80,10,30,-75,-5,35,85,50.1216,80.178,0.0,1
32153,-148,-30,-8,-45,-20,-20,-25,25.944000000000003,16.928,0.0,0
32154,44,14,13,35,20,30,-68,61.0512,20.976,0.0,0
32155,144,13,20,8,20,68,15,33.40914285714286,94.2448,0.5,1
32156,100,5,15,-40,50,20,50,51.336000000000006,61.0512,0.0,1
32157,-102,-16,-16,-20,-20,-3,-27,27.807000000000002,20.976000000000003,0.0,0
32158,340,40,70,50,90,50,40,63.480000000000004,90.1968,0.5,1
32159,-45,-15,-15,-55,-20,35,25,20.976,96.4422857142857,0.0,1
32160,84,20,24,11,58,-9,-20,107.8396595744681,62.096752941176476,1.5,0
32161,-5,-31,-38,-3,-2,28,41,28.499999999999993,105.51692307692309,0.0,1
32162,-30,35,-30,38,-70,0,-3,33.362880000000004,44.45927710843374,0.0,0
32163,265,45,79,55,10,45,31,49.907294117647055,124.19999999999999,0.0,1
32164,203,50,20,27,90,37,-21,43.746,34.166896551724136,0.5,0
32165,-25,5,-20,20,-40,-30,40,16.719789473684212,23.799692307692307,-1.5,1
32166,-65,5,-30,40,-5,-15,-60,84.732,19.7616,-1.0,0
32167,-110,-8,-32,0,-27,-30,-13,25.179692307692306,29.255999999999997,0.0,0
32168,150,-12,-75,5,105,65,62,57.40800000000001,62.43310344827586,0.0,1
32169,-10,-45,11,9,-71,11,75,27.242304000000004,119.34240000000003,0.0,1
32170,55,30,40,10,-35,-5,15,28.782857142857143,66.51600000000002,0.0,1
32171,111,15,45,23,5,25,-2,83.2416,114.81600000000002,1.0,0
32172,135,0,15,45,15,60,0,22.198285714285714,30.222,0.0,0
32173,115,15,55,-8,30,-23,46,61.1616,73.5264,2.0,1
32174,-205,-35,-58,-40,-5,-40,-27,23.578285714285713,18.6,0.0,0
32175,-175,-25,-8,-13,-69,-15,-45,20.976,23.778461538461535,-1.0,0
32176,-80,-1,-54,-15,18,10,-38,81.42,72.98666666666666,1.0,0
32177,-244,-69,30,-30,-80,-45,-50,35.328,29.808,1.5,0
32178,110,-10,35,40,15,20,10,148.488,112.05600000000001,0.5,1
32179,-217,-20,-20,-5,-85,-40,-47,18.17353846153846,20.976,0.0,0
32180,166,21,12,28,49,8,48,43.746,57.40800000000001,0.0,1
32181,325,65,70,40,90,40,20,84.732,46.47839999999999,0.0,1
32182,255,16,55,45,45,50,44,50.40184615384615,101.64685714285714,0.0,1
32183,175,20,57,78,-8,73,-45,84.21311999999999,103.8864,0.0,1
32184,-211,-21,-98,-7,-90,0,5,26.407680000000006,66.24,1.5,0
32185,-175,-15,-34,-12,-29,-14,-71,25.281600000000005,25.642909090909093,0.0,0
32186,-250,-75,-80,-45,10,-45,-15,36.156,22.7976,0.0,0
32187,80,11,-10,26,50,26,-23,51.03240000000001,41.37792,-1.0,0
32188,0,20,60,15,-90,20,-25,11.889230769230767,17.112,-0.5,0
32189,80,25,25,-5,55,30,-50,248.39999999999998,51.06,1.5,1
32190,-160,45,-58,-85,-35,-15,-12,6.403200000000001,59.14285714285714,0.0,0
32191,385,25,19,46,135,50,110,0.0,0.0,0.0,0
32192,-88,-20,-60,-19,-10,6,15,25.769684210526314,46.99885714285714,0.0,1
32193,-226,-42,-38,-53,-55,-13,-25,13.124275862068968,19.25027368421053,0.0,0
32194,440,55,125,115,85,45,15,92.43876923076922,46.47839999999999,-1.0,1
32195,-10,25,10,-10,-10,-20,-5,164.496,78.38399999999999,1.5,0
32196,-90,-8,-25,-25,-10,-31,9,15.672553846153846,17.969571428571427,-0.5,1
32197,-113,-18,0,-20,-40,-50,15,15.875519999999998,32.361000000000004,0.0,1
32198,281,70,23,70,18,80,20,79.45894736842105,75.624,-1.0,1
32199,-140,-15,50,-55,-40,-25,-55,22.047529411764707,27.982153846153842,-1.0,0
32200,145,85,50,-30,35,0,5,63.480000000000004,27.687157894736842,0.0,1
32201,-45,-15,-28,10,-8,-15,11,51.336000000000006,35.88,0.0,1
32202,-290,-60,-85,-75,-60,0,-10,15.371076923076922,49.60114285714286,0.0,0
32203,-70,-9,-37,35,-59,-2,2,16.428,20.589600000000004,0.0,1
32204,133,28,8,27,53,17,0,128.53714285714287,130.27200000000002,0.0,0
32205,-26,-5,-20,-16,-15,-16,46,13.460084210526317,17.7744,0.0,1
32206,216,7,41,64,44,24,36,88.08816,32.086971428571424,-1.5,1
32207,207,43,-4,21,66,21,60,65.42304,61.0512,0.0,1
32208,-335,-60,-95,-115,-30,-55,20,8.386153846153846,12.3096,-0.5,0
32209,-108,-5,-20,-140,15,-10,52,23.239199999999997,34.1688,-0.5,1
32210,180,60,48,-5,65,-5,17,70.41942857142857,52.095,0.0,1
32211,-90,15,-50,10,-55,10,-20,24.936,24.936,0.0,0
32212,-30,20,-30,-10,-10,20,-20,11.6265,24.564,-0.5,0
32213,-20,65,-20,-70,10,-10,5,23.578285714285713,63.480000000000004,0.0,1
32214,-470,-50,-105,-125,-80,-60,-50,22.5216,29.808,1.5,0
32215,-120,-40,-27,-25,15,-40,-3,25.179692307692306,24.190588235294122,0.0,0
32216,165,10,30,30,50,5,40,82.67011764705882,82.67011764705882,1.5,1
32217,350,46,85,55,84,10,70,24.80057142857143,28.704000000000004,0.0,1
32218,-52,2,-20,-2,-2,-5,-25,28.476705882352938,28.476705882352938,0.0,0
32219,189,15,25,61,38,64,-14,44.736000000000004,45.19727472527473,0.0,0
32220,160,56,-4,-4,61,11,40,59.7264,39.8544,-1.0,1
32221,-14,-30,-35,-37,20,18,50,32.361000000000004,112.05600000000001,-1.0,0
32222,-264,-52,-28,-52,-28,-52,-52,20.24736,20.24736,0.0,0
32223,40,110,-20,-25,30,-15,-40,30.084000000000003,19.154400000000003,0.0,0
32224,-63,-25,-2,-22,-14,-24,24,34.3344,32.001473684210524,0.0,1
32225,-25,-7,-44,5,-29,30,20,13.799999999999999,24.150000000000002,0.0,1
32226,95,-4,-8,53,-8,68,-6,103.60615384615386,113.46666666666667,1.0,0
32227,140,-11,82,12,18,-2,41,41.10947368421053,67.05176470588236,0.0,1
32228,-235,-30,-25,5,-65,-25,-95,19.154400000000003,11.553931034482758,0.0,0
32229,165,26,59,5,-4,40,39,32.43,39.0,-0.5,1
32230,-110,-29,-36,-70,20,-15,20,57.40800000000001,63.480000000000004,0.0,1
32231,38,-22,75,10,-60,25,10,30.448320000000002,44.656800000000004,0.0,1
32232,-80,-46,-65,-10,60,-59,40,29.255999999999997,41.216,0.0,1
32233,16,0,-39,15,1,35,4,55.90468085106383,99.35999999999999,1.0,1
32234,31,20,14,-17,17,10,-13,68.7144827586207,47.64,0.0,0
32235,95,5,-25,-80,60,45,90,46.47839999999999,89.28600000000002,0.5,1
32236,150,20,25,95,5,5,0,60.996,23.239199999999997,0.0,0
32237,-180,12,-48,-58,-48,-58,20,22.560000000000002,54.80571428571429,0.0,1
32238,-173,-44,-71,-10,-15,-20,-13,49.128,42.504,0.5,0
32239,145,0,36,100,10,-1,0,158.89714285714285,53.76480000000001,-1.0,0
32240,85,35,53,37,-25,0,-15,50.40184615384615,35.88,0.0,0
32241,230,39,72,15,39,52,13,37.161428571428566,36.53368421052631,-1.5,1
32242,-275,-61,-25,-29,-45,-47,-68,43.239999999999995,11.193333333333332,0.5,0
32243,34,15,25,22,-5,17,-40,48.72036923076923,28.7376,0.0,0
32244,27,21,-59,25,0,15,25,72.312,65.688,0.0,1
32245,7,-25,5,-58,32,28,25,33.727199999999996,114.97056,0.0,1
32246,-125,-21,25,-46,-15,-46,-22,9.787384615384616,15.574285714285717,-1.5,0
32247,5,8,-10,15,-18,17,-7,63.34857142857143,86.47999999999999,1.5,0
32248,10,-105,35,15,5,15,45,27.048000000000002,39.19199999999999,0.0,1
32249,15,31,26,41,-19,-39,-25,51.93706666666667,39.5232,1.0,0
32250,130,17,57,34,1,-7,28,26.4776,59.67120000000001,-1.5,1
32251,0,20,-5,-15,10,10,-20,17.572,41.4552,-1.5,0
32252,-125,-19,47,-10,-57,-30,-56,29.051134020618555,17.569756097560976,0.0,0
32253,-244,0,-65,-87,-38,-30,-24,0.0,0.0,0.0,0
32254,16,-11,6,-25,30,-12,28,36.51317647058824,34.20131506849315,0.0,1
32255,70,30,70,20,-20,0,-30,0.0,0.0,-1.0,0
32256,80,-15,25,-20,60,50,-20,22.631999999999998,50.1216,0.0,0
32257,130,74,13,10,35,-5,3,63.480000000000004,27.17319587628866,0.0,1
32258,-220,-6,-19,-42,-54,-47,-52,15.292608,18.42576,0.0,0
32259,82,-35,35,2,-10,5,85,33.12,75.624,0.0,1
32260,70,22,36,12,-20,5,15,34.638000000000005,34.638000000000005,0.0,1
32261,55,5,25,35,-10,30,-30,22.198285714285714,25.668000000000003,-1.5,0
32262,-270,-76,-46,-40,-66,-33,-9,18.055877862595416,26.68,0.5,0
32263,-185,-29,15,-35,-20,-125,9,13.220400000000001,28.704000000000004,0.0,1
32264,43,22,-16,20,13,19,-15,61.52129032258064,28.782857142857143,0.0,0
32265,115,35,38,-78,50,-5,75,48.907199999999996,105.98399999999998,0.0,1
32266,-80,-9,11,-16,-9,-21,-36,32.500408163265305,24.839999999999996,0.0,0
32267,-26,-24,-13,-20,0,28,3,20.14040366972477,35.06762264150943,0.0,1
32268,-178,-13,-40,0,-65,-25,-35,24.6192,22.37723076923077,0.0,0
32269,55,11,-48,-68,52,40,68,31.291084337349396,122.3025,0.0,0
32270,-90,-25,20,-35,-10,-50,10,19.7616,25.944000000000003,0.0,1
32271,85,-5,-5,-40,90,40,5,140.83885714285714,95.5284705882353,1.5,1
32272,-375,-70,-90,-35,-65,-50,-65,11.499999999999998,5.933999999999999,-1.5,0
32273,295,10,30,5,105,50,95,90.1968,184.92000000000002,0.5,1
32274,390,15,116,54,34,56,115,173.9904,177.6336,0.0,1
32275,-24,20,-25,-14,11,2,-18,22.080000000000002,22.56139534883721,-0.5,0
32276,390,75,100,50,70,40,55,75.624,84.732,0.5,1
32277,-250,-35,-95,-20,-70,-15,-15,17.3328,20.183999999999997,0.0,0
32278,140,20,50,-25,65,25,5,66.51600000000002,80.82857142857142,-1.0,1
32279,-85,15,-19,-53,-45,-33,50,12.27,40.41428571428571,-0.5,1
32280,-225,-4,-140,-40,-23,-3,-15,16.470967741935482,41.6208,-1.0,0
32281,-150,-15,-53,-13,-50,-25,6,26.00708571428572,42.8352,0.0,1
32282,97,5,7,35,0,35,15,98.04571428571428,135.056,1.5,1
32283,-100,-145,-3,-43,52,7,32,19.32,74.52,0.0,1
32284,81,44,1,39,6,54,-63,21.78192,20.36298947368421,-0.5,0
32285,146,11,53,36,-25,60,11,50.72879999999999,64.41415384615385,0.0,1
32286,157,-5,49,28,55,28,2,79.26719999999999,51.80307692307693,0.0,1
32287,63,25,37,-57,7,-17,68,62.9004,158.5344,1.5,1
32288,-50,0,-15,-70,-15,0,50,32.76282352941177,130.27200000000002,0.0,1
32289,-4,-10,-37,10,40,25,-32,53.204307692307694,40.38,0.0,0
32290,-255,-39,-73,-35,-33,-99,24,20.976,25.024,0.0,1
32291,-180,0,-75,-5,-55,-10,-35,24.288,21.84342857142857,0.0,0
32292,-270,-10,-25,-45,-70,-55,-65,8.6664,6.131999999999999,-0.5,0
32293,60,20,-15,-35,15,13,62,70.41942857142857,67.81714285714287,0.5,0
32294,-275,-35,-65,-50,-45,-30,-50,12.006,15.547999999999998,-0.5,0
32295,-104,-45,0,5,-25,5,-44,37.04894117647059,42.14594594594594,0.0,0
32296,-95,-2,-4,-46,-4,-46,7,35.04151898734177,80.03999999999999,0.5,1
32297,58,15,21,-39,1,-19,79,43.51444067796611,69.552,0.0,1
32298,-146,-49,-3,-19,-28,-39,-8,17.572,18.524470588235296,-1.5,0
32299,167,10,35,40,65,10,7,40.41428571428571,31.740000000000002,-1.5,1
32300,-65,-27,-55,0,5,10,2,102.67200000000001,55.77103448275862,1.5,1
32301,280,30,10,35,85,50,70,80.178,112.05600000000001,0.0,1
32302,-144,-10,-58,-30,-10,-30,-6,10.488,10.967368421052631,-1.5,0
32303,-360,-40,-45,-120,-35,-100,-20,17.3328,39.19199999999999,0.5,0
32304,-120,-20,-20,-20,-55,-20,15,21.84342857142857,47.288,0.0,1
32305,5,15,-25,-15,-15,-15,60,57.40800000000001,166.704,0.0,1
32306,-85,-34,-2,-10,16,-12,-43,89.28600000000002,23.89056,0.0,0
32307,-49,-5,-19,-42,-19,35,1,6.173684210526316,25.025769230769228,-1.5,1
32308,154,76,20,13,35,-3,13,31.9056,69.31846153846155,0.0,1
32309,-40,-11,-12,63,8,-35,-53,86.1488,24.6192,0.0,0
32310,-124,-24,-50,-25,-15,-15,5,75.624,33.98742857142858,-1.0,1
32311,7,-24,-41,-23,40,5,50,0.0,0.0,-2.0,0
32312,-260,-15,-45,-40,-90,-25,-45,16.253333333333334,21.704639999999998,0.0,0
32313,355,60,45,70,70,70,40,124.19999999999999,63.480000000000004,0.0,1
32314,170,38,42,-15,44,8,53,46.92,19.035507692307693,-0.5,1
32315,85,60,-5,30,50,40,-90,122.1024,72.312,1.0,1
32316,272,25,55,67,45,45,35,79.67200000000001,245.64,0.0,1
32317,189,88,105,48,-14,-29,-9,36.18385321100917,24.485504587155965,0.0,0
32318,-34,-4,-35,-55,-10,-20,90,60.168000000000006,57.565714285714286,1.0,1
32319,71,-24,-5,108,-5,-27,24,37.812,19.200000000000003,-1.5,1
32320,-290,-32,-55,-24,-75,-44,-60,16.985828571428573,15.207600000000001,0.0,0
32321,-257,-22,-26,-7,-80,-49,-73,17.800733944954132,17.800733944954132,0.0,0
32322,81,5,62,-50,34,-5,35,21.873,24.80057142857143,-1.5,1
32323,-7,34,54,35,-70,-5,-55,20.108571428571427,22.999999999999996,-1.0,0
32324,-70,30,-30,20,-40,20,-70,19.7616,19.7616,0.0,0
32325,150,35,58,-48,38,-8,75,31.740000000000002,49.956,-1.5,1
32326,115,15,10,70,15,20,-15,93.84,48.300000000000004,0.0,0
32327,-43,-17,-4,-2,-33,-9,22,24.058707692307692,40.23291428571429,0.0,1
32328,126,8,25,14,50,24,5,41.4552,48.7416,-1.5,1
32329,-85,-25,-50,15,30,-10,-45,41.994461538461536,25.024,0.0,0
32330,252,31,81,45,29,0,66,79.01302325581396,80.82857142857142,0.0,1
32331,220,50,60,15,55,50,-10,172.776,34.638000000000005,0.0,0
32332,110,-5,30,65,-15,20,15,27.692,30.981,0.0,1
32333,159,0,40,15,11,-2,95,23.065714285714286,51.275999999999996,-1.5,1
32334,-11,-11,-7,15,5,-1,-12,55.384,45.1536,0.0,0
32335,-20,38,-90,66,-35,66,-65,42.6768,42.6768,0.0,0
32336,44,11,-21,-29,44,1,38,45.8712,39.71245714285715,0.0,1
32337,10,-9,-29,17,11,27,-7,106.48868571428572,161.44896,1.0,0
32338,292,76,66,38,46,38,28,53.76480000000001,69.2484,0.0,1
32339,182,31,52,34,9,29,27,45.1536,28.04809411764706,0.0,1
32340,-75,-6,-57,-20,0,0,8,48.300000000000004,29.948059701492532,0.0,1
32341,-195,11,8,-65,-14,-102,-33,52.203428571428574,26.238400000000006,0.0,0
32342,-1,-27,-11,42,-2,-12,9,84.36768000000001,20.24736,0.0,1
32343,-4,-23,29,8,-30,-9,21,63.15868656716417,145.176,2.0,1
32344,-30,-38,25,25,-41,-4,3,93.7237894736842,101.92467692307693,1.0,1
32345,-6,-22,10,9,25,-27,-1,50.40184615384615,38.54142857142857,0.0,0
32346,-53,50,8,-24,-32,-24,-31,31.55862857142857,37.921116279069764,0.0,0
32347,85,205,-110,-43,40,25,-32,13.169142857142857,59.29241379310345,-1.0,0
32348,-322,-32,-25,-125,-5,-115,-20,10.488,12.006,-0.5,0
32349,60,10,40,40,5,5,-40,82.248,27.048000000000002,0.0,0
32350,205,29,17,10,109,52,-12,35.535000000000004,36.53368421052631,-0.5,0
32351,129,10,37,13,59,19,-9,28.037560975609757,16.14972972972973,0.0,0
32352,0,15,-5,-30,-5,-20,45,17.572,25.668000000000003,-0.5,1
32353,-154,10,-37,-34,-10,-6,-77,30.981,8.399009174311928,-0.5,0
32354,-91,-59,19,1,-26,-44,18,40.9911111111111,65.3775,-1.0,1
